bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status,St,Sl,Sr,Sh,Sc,trust_score,dynamic_trust,anomaly_confidence,lineage_score,combined_confidence,ttl_new,verdict
949,2026-08-01T02:08:01,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.37,-96.79,552,272,3600,Normal,0.499,0.424,0.671,0.548,0.849,0.611,0.694,0.151,1.0,0.774,2786,Legitimate
950,2026-08-01T02:08:58,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.41,-99.52,475,273,3600,Normal,0.898,0.453,0.41,0.431,0.733,0.623,0.684,0.267,1.0,0.775,2789,Legitimate
951,2026-08-01T02:10:26,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.23,-90.89,515,264,3600,Normal,0.459,0.437,0.5,0.468,0.906,0.575,0.667,0.094,1.0,0.751,2705,Legitimate
952,2026-08-01T02:11:07,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.12,-98.61,535,266,3600,Normal,0.575,0.6,0.504,0.552,0.932,0.653,0.665,0.068,1.0,0.779,2803,Legitimate
953,2026-08-01T02:12:33,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.43,-99.38,491,266,3600,Normal,0.501,0.481,0.451,0.466,0.824,0.564,0.65,0.176,1.0,0.741,2668,Legitimate
954,2026-08-01T02:13:55,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.03,-99.12,488,267,3600,Normal,0.574,0.567,0.489,0.528,0.885,0.629,0.647,0.115,1.0,0.764,2749,Legitimate
955,2026-08-01T02:14:31,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.08,-90.5,561,260,3600,Normal,0.504,0.434,0.47,0.452,0.767,0.544,0.631,0.233,1.0,0.727,2616,Legitimate
956,2026-08-01T02:15:39,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.9,-92.44,484,263,3600,Normal,0.841,0.985,0.664,0.825,0.961,0.863,0.666,0.039,1.0,0.851,3064,Legitimate
957,2026-08-01T02:16:31,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.83,-97.66,474,270,3600,Normal,0.773,0.41,0.637,0.524,0.864,0.671,0.667,0.136,1.0,0.786,2829,Legitimate
958,2026-08-01T02:17:31,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.16,-93.8,548,255,3600,Normal,0.953,0.758,0.824,0.791,0.945,0.87,0.697,0.055,1.0,0.864,3110,Legitimate
959,2026-08-01T02:18:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.48,-92.4,502,275,3600,Normal,0.534,0.496,0.653,0.575,0.864,0.637,0.688,0.136,1.0,0.781,2812,Legitimate
960,2026-08-01T02:19:38,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.06,-94.17,536,275,3600,Normal,0.457,0.613,0.867,0.74,0.897,0.709,0.691,0.103,1.0,0.807,2906,Legitimate
961,2026-08-01T02:20:56,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.24,-91.93,558,253,3600,Normal,0.636,0.551,0.603,0.577,0.878,0.667,0.688,0.122,1.0,0.792,2850,Legitimate
962,2026-08-01T02:22:05,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.57,-93.34,507,245,3600,Normal,0.826,0.918,0.772,0.845,0.98,0.874,0.716,0.02,1.0,0.871,3137,Legitimate
963,2026-08-01T02:23:00,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.93,-96.03,545,265,3600,Normal,0.82,0.658,0.839,0.748,0.919,0.809,0.73,0.081,1.0,0.855,3076,Legitimate
964,2026-08-01T02:23:55,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.82,-97.3,521,257,3600,Normal,0.825,0.873,0.688,0.78,0.988,0.843,0.747,0.012,1.0,0.871,3137,Legitimate
965,2026-08-01T02:25:21,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.82,-90.62,471,254,3600,Normal,0.512,0.744,0.463,0.604,0.874,0.648,0.732,0.126,1.0,0.8,2881,Legitimate
966,2026-08-01T02:26:47,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.23,-99.71,513,251,3600,Normal,0.527,0.425,0.468,0.446,0.844,0.566,0.707,0.156,1.0,0.763,2745,Legitimate
967,2026-08-01T02:28:04,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.1,-93.93,539,274,3600,Normal,0.676,0.432,0.818,0.625,0.83,0.689,0.704,0.17,1.0,0.805,2898,Legitimate
968,2026-08-01T02:28:46,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.98,-94.03,491,269,3600,Normal,0.579,0.687,0.82,0.753,0.948,0.759,0.713,0.052,1.0,0.832,2995,Legitimate
969,2026-08-01T02:29:45,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.59,-93.05,554,263,3600,Normal,0.926,0.551,0.7,0.626,0.892,0.768,0.721,0.108,1.0,0.838,3016,Legitimate
970,2026-08-01T02:31:12,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.54,-98.13,507,265,3600,Normal,0.507,0.54,0.601,0.57,0.932,0.645,0.709,0.068,1.0,0.791,2849,Legitimate
971,2026-08-01T02:31:49,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.17,-95.81,552,257,3600,Normal,0.504,0.579,0.902,0.741,0.919,0.726,0.712,0.081,1.0,0.82,2954,Legitimate
972,2026-08-01T02:32:44,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.27,-94.53,479,259,3600,Normal,0.815,0.874,0.9,0.887,0.957,0.887,0.738,0.043,1.0,0.883,3178,Legitimate
973,2026-08-01T02:33:59,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.1,-98.63,470,248,3600,Normal,0.717,0.505,0.552,0.529,0.828,0.651,0.725,0.172,1.0,0.799,2876,Legitimate
974,2026-08-01T02:35:10,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.59,-97.82,534,240,3600,Normal,0.804,0.51,0.646,0.578,0.862,0.706,0.722,0.138,1.0,0.817,2941,Legitimate
975,2026-08-01T02:35:47,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.91,-96.27,469,264,3600,Normal,0.502,0.728,0.85,0.789,0.905,0.746,0.726,0.095,1.0,0.832,2995,Legitimate
976,2026-08-01T02:37:03,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.57,-95.11,558,251,3600,Normal,0.69,0.624,0.952,0.788,0.887,0.788,0.735,0.113,1.0,0.849,3057,Legitimate
977,2026-08-01T02:37:57,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.3,-91.87,495,271,3600,Normal,0.8,0.45,0.545,0.497,0.853,0.662,0.724,0.147,1.0,0.802,2889,Legitimate
978,2026-08-01T02:39:22,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.88,-98.5,479,264,3600,Normal,0.552,0.554,0.589,0.571,0.886,0.645,0.712,0.114,1.0,0.792,2853,Legitimate
979,2026-08-01T02:40:18,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.71,-97.19,559,247,3600,Normal,0.815,0.732,0.731,0.732,0.88,0.789,0.724,0.12,1.0,0.846,3045,Legitimate
980,2026-08-01T02:40:59,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.48,-91.5,481,261,3600,Normal,0.535,0.541,0.523,0.532,0.864,0.616,0.708,0.136,1.0,0.781,2811,Legitimate
981,2026-08-01T02:41:45,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.93,-94.98,511,268,3600,Normal,0.628,0.466,0.946,0.706,0.881,0.73,0.711,0.119,1.0,0.821,2957,Legitimate
982,2026-08-01T02:42:53,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.53,-92.51,521,255,3600,Normal,0.871,0.508,0.609,0.558,0.945,0.733,0.714,0.055,1.0,0.823,2965,Legitimate
983,2026-08-01T02:43:49,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.49,-95.96,461,271,3600,Normal,0.815,0.962,0.906,0.934,0.831,0.878,0.739,0.169,1.0,0.88,3169,Legitimate
984,2026-08-01T02:44:36,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,725.17,-95.55,545,237,3600,Normal,0.639,0.782,0.968,0.875,0.899,0.822,0.751,0.101,1.0,0.866,3117,Legitimate
985,2026-08-01T02:45:15,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.78,-93.57,475,236,3600,Normal,0.5,0.515,0.737,0.626,0.803,0.639,0.735,0.197,1.0,0.798,2874,Legitimate
986,2026-08-01T02:46:21,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.6,-93.09,555,237,3600,Normal,0.936,0.557,0.686,0.622,0.854,0.758,0.738,0.146,1.0,0.84,3024,Legitimate
987,2026-08-01T02:47:17,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.33,-91.78,489,262,3600,Normal,0.805,0.431,0.534,0.482,0.843,0.653,0.725,0.157,1.0,0.8,2879,Legitimate
988,2026-08-01T02:48:31,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.1,-97.73,478,254,3600,Normal,0.725,0.824,0.625,0.725,0.94,0.779,0.733,0.06,1.0,0.845,3044,Legitimate
989,2026-08-01T02:49:38,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.96,-90.59,539,248,3600,Normal,0.89,0.838,0.438,0.638,0.903,0.767,0.738,0.097,1.0,0.843,3035,Legitimate
990,2026-08-01T02:51:05,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,714.77,-90.89,504,258,3600,Normal,0.486,0.861,0.48,0.671,0.938,0.691,0.731,0.062,1.0,0.815,2934,Legitimate
991,2026-08-01T02:51:53,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.74,-91.41,548,249,3600,Normal,0.645,0.989,0.544,0.766,0.937,0.778,0.738,0.063,1.0,0.847,3049,Legitimate
992,2026-08-01T02:52:49,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.06,-96.86,523,239,3600,Normal,0.831,0.906,0.696,0.801,0.949,0.845,0.754,0.051,1.0,0.874,3148,Legitimate
993,2026-08-01T02:54:05,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.71,-95.27,469,265,3600,Normal,0.668,0.436,0.931,0.683,0.794,0.707,0.747,0.206,1.0,0.826,2973,Legitimate
994,2026-08-01T02:55:13,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.74,-99.62,490,260,3600,Normal,0.854,0.487,0.434,0.46,0.829,0.651,0.733,0.171,1.0,0.802,2886,Legitimate
995,2026-08-01T02:56:03,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.62,-95.71,524,273,3600,Normal,0.692,0.716,0.875,0.795,0.915,0.8,0.743,0.085,1.0,0.856,3081,Legitimate
996,2026-08-01T02:57:12,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.71,-95.19,525,255,3600,Normal,0.82,0.848,0.957,0.903,0.983,0.902,0.767,0.017,1.0,0.897,3230,Legitimate
997,2026-08-01T02:57:53,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.57,-92.46,490,243,3600,Normal,0.531,0.508,0.644,0.576,0.891,0.643,0.748,0.109,1.0,0.804,2895,Legitimate
998,2026-08-01T02:58:30,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.44,-96.19,472,270,3600,Normal,0.469,0.499,0.796,0.647,0.823,0.647,0.733,0.177,1.0,0.8,2881,Legitimate
999,2026-08-01T02:59:51,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.98,-94.19,465,249,3600,Normal,0.572,0.791,0.864,0.828,0.91,0.784,0.741,0.09,1.0,0.85,3059,Legitimate
1000,2026-08-01T03:01:12,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,725.94,-90.36,481,247,3600,Normal,0.569,0.774,0.436,0.605,0.892,0.668,0.73,0.108,1.0,0.807,2904,Legitimate
1001,2026-08-01T03:02:32,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.33,-93.1,517,266,3600,Normal,0.598,0.529,0.74,0.634,0.921,0.697,0.725,0.079,1.0,0.815,2934,Legitimate
1002,2026-08-01T03:03:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.03,-93.49,534,260,3600,Normal,0.465,0.703,0.784,0.744,0.965,0.729,0.725,0.035,1.0,0.826,2973,Legitimate
1003,2026-08-01T03:03:40,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.34,-92.09,546,273,3600,Normal,0.391,0.565,0.612,0.588,0.865,0.608,0.708,0.135,1.0,0.778,2801,Legitimate
1004,2026-08-01T03:04:40,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.98,-97.82,526,255,3600,Normal,0.961,0.488,0.534,0.511,0.903,0.722,0.71,0.097,1.0,0.818,2946,Legitimate
1005,2026-08-01T03:05:50,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.3,-98.47,552,254,3600,Normal,0.762,0.986,0.464,0.725,0.936,0.787,0.721,0.064,1.0,0.844,3039,Legitimate
1006,2026-08-01T03:07:12,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.28,-97.3,546,247,3600,Normal,0.536,0.904,0.6,0.752,0.951,0.748,0.725,0.049,1.0,0.832,2996,Legitimate
1007,2026-08-01T03:08:28,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.7,-95.52,462,259,3600,Normal,0.653,0.717,0.867,0.792,0.859,0.774,0.733,0.141,1.0,0.844,3038,Legitimate
1008,2026-08-01T03:09:19,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.94,-98.69,497,275,3600,Normal,0.712,0.596,0.459,0.527,0.837,0.651,0.72,0.163,1.0,0.797,2870,Legitimate
1009,2026-08-01T03:10:06,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.72,-93.47,499,257,3600,Normal,0.636,0.561,0.766,0.663,0.938,0.725,0.721,0.062,1.0,0.823,2963,Legitimate
1010,2026-08-01T03:10:46,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.07,-93.95,521,270,3600,Normal,0.509,0.891,0.837,0.864,0.974,0.802,0.733,0.026,1.0,0.853,3071,Legitimate
1011,2026-08-01T03:12:04,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.72,-98.4,533,246,3600,Normal,0.601,0.722,0.502,0.612,0.942,0.692,0.727,0.058,1.0,0.814,2930,Legitimate
1012,2026-08-01T03:12:39,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.87,-92.51,507,274,3600,Normal,0.447,0.981,0.618,0.8,0.934,0.745,0.73,0.066,1.0,0.833,2999,Legitimate
1013,2026-08-01T03:13:22,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.08,-91.91,499,237,3600,Normal,0.59,0.973,0.554,0.764,0.924,0.76,0.734,0.076,1.0,0.839,3022,Legitimate
1014,2026-08-01T03:14:04,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.86,-94.47,463,255,3600,Normal,0.579,0.506,0.923,0.714,0.821,0.707,0.73,0.179,1.0,0.82,2952,Legitimate
1015,2026-08-01T03:15:06,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.06,-93.48,510,271,3600,Normal,0.948,0.559,0.771,0.665,0.928,0.802,0.741,0.072,1.0,0.856,3081,Legitimate
1016,2026-08-01T03:15:55,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.9,-91.61,550,269,3600,Normal,0.726,0.638,0.524,0.581,0.87,0.689,0.733,0.13,1.0,0.815,2934,Legitimate
1017,2026-08-01T03:17:25,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.7,-99.68,481,237,3600,Normal,0.386,0.995,0.369,0.682,0.852,0.651,0.721,0.148,1.0,0.798,2871,Legitimate
1018,2026-08-01T03:18:19,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.23,-95.21,461,273,3600,Normal,0.855,0.724,0.932,0.828,0.804,0.829,0.737,0.196,1.0,0.863,3109,Legitimate
1019,2026-08-01T03:19:32,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.04,-98.53,494,271,3600,Normal,0.664,0.585,0.491,0.538,0.882,0.655,0.725,0.118,1.0,0.8,2881,Legitimate
1020,2026-08-01T03:20:08,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.89,-96.51,492,259,3600,Normal,0.49,0.96,0.746,0.853,0.972,0.792,0.735,0.028,1.0,0.851,3062,Legitimate
1021,2026-08-01T03:20:57,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.0,-92.24,481,247,3600,Normal,0.745,0.861,0.592,0.726,0.94,0.784,0.742,0.06,1.0,0.85,3061,Legitimate
1022,2026-08-01T03:22:01,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.19,-94.44,472,241,3600,Normal,0.857,0.652,0.92,0.786,0.904,0.833,0.756,0.096,1.0,0.871,3136,Legitimate
1023,2026-08-01T03:22:48,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.34,-99.35,518,239,3600,Normal,0.689,0.457,0.424,0.441,0.855,0.606,0.733,0.145,1.0,0.786,2830,Legitimate
1024,2026-08-01T03:23:52,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.53,-93.28,475,264,3600,Normal,0.846,0.714,0.736,0.725,0.934,0.808,0.745,0.066,1.0,0.859,3093,Legitimate
1025,2026-08-01T03:24:40,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.2,-91.88,492,272,3600,Normal,0.723,0.93,0.571,0.751,0.924,0.787,0.751,0.076,1.0,0.854,3075,Legitimate
1026,2026-08-01T03:25:44,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.57,-91.49,509,263,3600,Normal,0.845,0.858,0.542,0.7,0.966,0.803,0.759,0.034,1.0,0.862,3104,Legitimate
1027,2026-08-01T03:26:20,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,714.97,-91.07,500,264,3600,Normal,0.49,0.779,0.512,0.646,0.942,0.681,0.747,0.058,1.0,0.817,2941,Legitimate
1028,2026-08-01T03:27:47,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.01,-98.19,532,260,3600,Normal,0.405,0.891,0.514,0.703,0.964,0.694,0.739,0.036,1.0,0.819,2947,Legitimate
1029,2026-08-01T03:28:36,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.76,-92.13,538,268,3600,Normal,0.754,0.68,0.628,0.654,0.94,0.75,0.741,0.06,1.0,0.838,3018,Legitimate
1030,2026-08-01T03:29:11,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.46,-97.43,508,240,3600,Normal,0.491,0.444,0.579,0.511,0.839,0.588,0.718,0.161,1.0,0.774,2788,Legitimate
1031,2026-08-01T03:30:33,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.06,-96.89,470,248,3600,Normal,0.476,0.631,0.655,0.643,0.869,0.658,0.709,0.131,1.0,0.796,2865,Legitimate
1032,2026-08-01T03:31:44,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.08,-94.67,484,244,3600,Normal,0.687,0.765,1.0,0.883,0.952,0.851,0.73,0.048,1.0,0.868,3126,Legitimate
1033,2026-08-01T03:33:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.09,-92.7,498,243,3600,Normal,0.451,0.526,0.686,0.606,0.888,0.638,0.716,0.112,1.0,0.791,2849,Legitimate
1034,2026-08-01T03:34:37,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.14,-97.74,551,254,3600,Normal,0.428,0.844,0.561,0.703,0.931,0.691,0.713,0.069,1.0,0.809,2911,Legitimate
1035,2026-08-01T03:35:08,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.22,-91.32,509,270,3600,Normal,0.434,0.37,0.536,0.453,0.86,0.55,0.688,0.14,1.0,0.75,2700,Legitimate
1036,2026-08-01T03:35:56,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.58,-95.99,473,239,3600,Normal,0.714,0.693,0.783,0.738,0.875,0.766,0.7,0.125,1.0,0.83,2988,Legitimate
1037,2026-08-01T03:37:18,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.26,-91.27,517,238,3600,Normal,0.529,0.766,0.534,0.65,0.914,0.686,0.698,0.086,1.0,0.802,2886,Legitimate
